v1;v2
0;οτι χειροτερο εχω παρει μεχρι τωρα τζαμπα τα λεφτα πηγαν οταν τηλεφωνησα στο σερβις ολο δικαιολογιες ηταν
0;η αυτονομια της μπαταριας ειναι χαλια απο το 100 μεσα σε 1 λεπτο εχει πεσει στο 95 το βραδυ αν το αφησω με 50 ως το πρωι εχει 15 η εχει κλεισει το εστειλα στο service mls και εγραψαν οτι δεν εχει προβλημα η μπαταρια ελεος
0;H χειροτερη συσκευη που εχω αγορασει ποτε η μπαταρια πολλες φορες και χωρις να το χρησιμοποιησω ουτε καν μια κληση κραταει με το ζορι 2 3 ωρες το πηγα στο επισημο σερβις το κρατησαν 9 ημερες και μου ειπαν πως η μπαταρια φορτιζει και ξεφορτιζει οπως πρεπει χωρις κανενα προβλημα η μπαταρια ομως εξακολουθει να ξεφορτιζει με ταχυτητα μεγαλη στα τεχνικα χαρακτηριστικα αναφερει πως η μπαταρια κραταει 200 ωρες και 8 5 ωρες ομιλιας καμια σχεση ψεματα σκεφτομαι σοβαρα να το πεταξω αν και το χρωσταω ακομη το πηρα με δοσεις τον νοεμβριο δεν αντεξε ουτε 6 μηνες λυπαμαι πολυ γι αυτη την αγορα σκουπιδι
0;οτι και να πω ειναι λιγο σε ενα μηνα που το εχω η μπαταρια σε πληρη φορτιση ολο το βραδυ καραταει 49λεπτα θερμαινεται το πανω μερος της συσκευης στα πρωτα δεκα λεπτα χρησης οι φωτογραφιες κακες παρα τα mp προφανως εχει κακο φακο και γενικα ολα τα αρνητικα που γραψαν οι προηγουμενοι τα εβγαλε κ το δικο μου μετα απο προηγουμενο σχολιο που διαβασα φοβαμαι να το παω για service και αναρωτιεμαι μηπως πρεπει να το πεταξω με ενα μηνα χρησης να φανταστειτε οτι μου το προτειναν θερμα οι υπαλληλοι μεγαλης αλυσιδας κι οχι μονο ενας και το προτιμησα γιατι ειναι ελληνικο δυστυχως δεν ειχα διαβασει πριν τα σχολια οποτε την πατησα
0;το κινητο ειναι χαλια ειναι ενα κομματι πλαστικο με μια motherboard δεν αξιζει τα λεφτα του αμα καποιος θελει φτηνο κινητο να παρει xiaomi redmi 8a η xiaomi redmi note 8 η xiaomi mi a3 οτι ηταν μεσα στο πακετο εχει σχεδον χαλασει τα ακουστικα χαλασαν στους 4 μηνες το καλωδιο ηταν απο την ωρα που το πηρα το κινητο ειναι ολο φτιαγμενο απο πλαστικο μεχρι και η οθονη δεν ειναι απο γυαλι φυσικα ειναι πλαστικο κολλαει συνεχεια και η μπαταρια τελειωνει σφαιρα δεν θα πληρωνα 120€ θα το πληρωσα 5 με 10€ χειροτερο κινητο ever
0;το κινητο ειναι απιστευτα αργο και κολλαει πολυ οσο για την μπαταρια στην πρωτη εβδομαδα που το αγορασα αδειαζει σφαιρα χαλια σε λιγο καιρο θα πρεπει να αγορασω αλλο οσο για τα βιντεο χειροτερα δεν εχω ξαναδει εκει που βλεπεις το βιντεο ξαφνικα πρασινιζει η εικονα
0;οταν το αγορασα ηταν καλο μετα απο τρεις μηνες ειχε μεγαλο προβλημα με την μπαταρια του δεν φορτιζε μετα που τα καταφερα να το φορτισω ξαναχαλασε και μετα δεν ξανανοιξε ποτε εκτος οτι δεν ειχε καθολου καλο ηχειο δηλαδη ακουγοταν μονο οταν δεν ειχε φασαρια και δεν εβρισκες καθολου ευκολα ανταλλακτικα η θηκη
0;Tο εχω περισσοτερο απο ενα χρονο κακο σερβις πολυ αργο μετρια προς κακη καμερα απαραδεκτα ακριβο για οτι προσφερει
0;το χειροτερο κινητο που εχω παρει Έχει τρομερο θεμα με της φωτογραφιες τις χαλαει και δεν τρεχει καλα τις εφαρμογες παρουσιαζει προβληματα αν οχι σε ολες τοτε στις περισσοτερες εφαρμογες
0;το χειροτερο κινητο της γενειας Redmi εγω προσωπικα δεν περιμενα κατι τετοιο απο την Xiaomi μην γινεστε προβατα και ακουτε τον καθενα που σας πουλαει παραμυθια για το συγκεκριμενο κινητο εκανα το τραγικο λαθος και το αγορασα γιατι κατι τετοια βιντεακια μας πουλανε παπα για να τα αγοραζουμε το trailer? πιο πολλα ψεματα δεν γινεται να βαλεις ο κινεζος στην χειροτερη του μορφη η μπαταρια παρολο που ειναι 4500mH με το που αρχισει να ζεσταινεται σε 20 λεπτα χρησης περιπου το ποσοστο της μπαταριας κατευενει δραματικα η καμερα απο την αλλη μονο 64MP δεν ειναι πολυ χαμηλα χρωματα και ειδικα το Night Mode ειναι αυτο που θα σας κανει να σιχαθειτε την καμερα ο επεξεργαστης απο την αλλη σε ενα τετοιου ειδους μοντελο πολυ περιεργος και τερμα ακυρος κοπανησαν εναν ανανεωμενο Mediatek Helio G90T και νομιζαν πως θα ειχε τις ιδιες αποδοσεις με εναν Snapdragon για τους fans των MB να ξερετε πως μερικες φορες δεν τα ανοιγει καν απλα λυπηρο αν σκεφτειτε πως τοσα ατομα εχουνε χαλασει 200€ κυριολεκτικα μπορει να σας πειθουν τα θετικα σχολια αλλα τα γραφουνε ατομα τα οποια δεν εχουνε ιδεα τι αγοραζουνε και πολυ απλα γραφουνε την κριτικη μια μερα με μια εβδομαδα αφου το αγορασουνε ακουστε με και μην κανετε το λαθος να το αγορασετε οσο για αυτους που το εχετε καντε λιγη υπομονη ακομη θα καταλαβετε σε λιγο για πιο πραγμα σας μιλαω ελπιζω να σας επεισα να μην χαραμισετε τα λεφτα σας αν σκεφτεστε να παρετε ενα κινητο τις προκοπης που θα το εχετε αρκετα χρονια αγοραστε το Xiaomi Mi 9 Lite πολυ καλων αποδοσεων κινητο με 40€ παραπανω αν εχετε να διαθεσετε φυσικα αλλιως σας συνιστω το Xiaomi Redmi Note 8τ το οποιο εχει πολυ καλη αυτονομια μπαταριας αψογη καμερα και πολυ γρηγορο επεξεργαστη με τεραστιες επιδοσεις
0;3 μερες το εχω κ αποφασισα να γραψω μπας κ σωσω καναν ανθρωπακο που εχει σκοπο να το παρει για σοβαρη δουλεια οτι πληρωνεις παιρνεις Ένα κινητο της σειρας κ οχι για πολλα πολλα Έκανα το λαθος κ το αγορασα μετα το Samsung galaxy s7 μου χαλασε υστερα απο πτωση του για αρκετη ωρα στο νερο επηρεασμενος δυστυχως απο τα φουσκωμενα σχολια του σκρουτζ οχι απο προσωπικη εμπειρια εχουμε λεμε χρησιμοποιεις τη συσκευη για Facebook σε παιρνουν τηλεφωνο δε βλεπεις ειδοποιηση για εισερχομενη κληση σε περιπτωση που το εχεις πλαγια βλεπεις βιντεο σε πληρη οθονη με παιρνανε τηλεφωνο εβλεπα βιντεο απορουσα γιατι εκλεινε ο ηχος απο μονος του 3φορες το καταλαβα οταν τελειωσε το βιντεο κ βρηκα 3 αναπαντητες εξαφανιζοται εγκατεστημενες εφαρμογες τη στιγμη που συνεχιζουν να υπαρχουν μεσα στο κινητο ακομη ψαχνω το PayPal που αποφασισε το κινητο ετσι απο μονο του σημερα να μου το κρυψει καμερα 64 mp λεει οτι πιο απατη εχω πιασει στα χερια μου ως σημερα 16 mp ειναι με το καθε pixel διαιρεμενο στα 4 κ μαλιστα με το καδρο της φωτο στα 4 3 σχεδον τετραγωνο κ αθλιο σα να πιασεις το 1 στρεμμα χωραφι σου κ το χωρισεις σε 10 υποδιαιρεσεις για να λες στους γυρω σου οτι εχεις πολλα χωραφια κ να το παιζεις μεγαλογαιοκτημονας 1 στρεμμα εχεις οπως το xiaomi 16 mp καμερουλα κ τιποτα αλλο τους φακελους του viber με τις φωτογραφιες κ τα βιντεο ακομη να τους δω στη συλλογη με φωτογραφιες χαμενοι κ αυτοι στο υπερπεραν τις κινεζιας που κραταω τα κινητο για να γυρισει σε mode με ακουστικα πρεπει να κανεις δεηση τα βαζεις κ τα βγαζεις ξανα κ ξανα μεχρι να πιασουν καμια 5 6 φορες κ με ακουστικα xiaomi παρακαλω πιτσιρικαδες πριν μπειτε στο youporn βεβαιωθειτε καλα οτι το τηλ εχει μπει σε αθορυβη λειτουργια με ακουστικα θα γελαει ο κοσμος μαζι σας μπαταρια σκαρτα 15 ωρες κ πολυ εβαλα που ειναι οι 2 μερες που λενε η οθονη μετα απο τηλεφωνημα επανερχεται στη καθετη θεση οποτε το θυμηθει ποσα ακομη μικροπραγματα που με ξενερωσαν βαριεμαι να γραψω θα μου πειτε λεπτομερειες τα οσα αναφερω στη λεπτομερεια ομως φαινεται η διαφορα η ποιοτητα στη καθε συσκευη ειναι ενα κινεζικο κινητο των 200€ πολλα για μικρα παιδια που θελουν μια τεραστια οθονη για κανα βιντεο κ fortnite για τιποτα αλλο δεν κανει για σοβαρους ανθρωπους κ επαγγελματιες ουτε κατα διανοια οτι πληρωνεις παιρνεις απαραβατος ορος της αγορας στη προσφορα κ ζητηση μη νομιζεις οτι σε λυπηθηκαν οι κινεζοι κ σου δωσανε ναυαρχιδα κινητο σε τιμη ξεφτιλα αν ειναι δυνατον Ένα κινητακι απο τον σορο κλαιω τα 200 ευρω που πεταξα
0;σε αντιθεση με τους περισσοτερους εδω μεσα το δικο μου κινητο 64gb κολλαει αρκετα σε καποιες εφαρμογες και στο ιντερνετ εχω παραπονα γιατι ειτε με δεδομενα ειτε με WiFi ειναι αργο και ολα αυτα που γραφουν για την μπαταρια και αυτα ακομη ειμαι τριχες καθε μερα φορτιση θελει το μονο που αξιζει ειναι οι φωτογραφιες του δεν εχω μετανιωσει για την αγορα του αλλα και ουτε ειμαι ικανοποιημενος αυτα
0;xaomi redmi note 8 pro dual sim 64gb κακη αγορα κακη παραπληροφορηση το πηρα για δικαρτο DUO SIM κ για θεση καρτα sd για να βαζω τα αρχεια μου αλλα δεν εχει καρτα sd slot υποδοχη πρεπει να βγαλεις μια SIM για να βαλεις την καρτα sd και κανενα σαιτ δεν το διευκρινιζει στα χαρακτηριστικα του ουτε το skroutz και την πατησα δεν αναγνωριζει τις επαφες σε vcart αρχειο απο την καρτα ενω αλλα κινητα την αναγνωριζουν δεν εχει επαναφορα εργοστασιακων ρυθμισεων μεγαλο μειονεκτημα το πηρα 191 ευρω τον δεκεμβρη 2019 πεταξα τα λεφτα μου καλυτερα SAMSUNG σταθερη αξια μακρια παρτε κατι αλλο δεν το συνιστω
0;Έχω το τηλεφωνο ενα μηνα και μου εχει κανει τη ζωη δυσκολη οχι η συσκευη αλλα η apple δυσκολια σε οτι κι αν κανεις να περασεις τραγουδια μουσικη φωτογραφιες να βαλεις ringtone κολαση μεχρι τωρα ειχα τηλεφωνα android και φανταστηκα οτι και με την apple τα πραγματα θα ηταν ετσι απλα λαθος μου μεγαλο προσωπικα θα προσπαθησω να απαλλαγω και να ξαναγυρισω στο απλο και φιλικο προς το χρηστη android του βαζω ενα αστερι επειδη δε μπορω να βαλω μηδεν σημερα 6 2 2017 διαπιστωσα οτι δεν εχει ουτε δεκτη ραδιοφωνου Oκτ 2017 επιτελους πουληθηκε και το ξεφορτωθηκα ουφ
0;το χειροτερο κινητο που ειχα ποτε το εχω εδω και 2 χρονια και απο τους πρωτους 2 μηνες αρχισε τα προβληματα το δακτυλικο αποτυπωμα δεν λειτουργει σωστα η μπαταρια του δεν κραταει ο ηχος του χαλια οταν μιλαω με καποιον αλλο δεν ακουγομαι καλα και κολλαει απιστευτα δεν το συνιστω σε κανεναν ευτυχως που μου το ειχαν παρει δωρο και δεν κλαιω τα λεφτα μου
0;Έχω το κινητο περιπου 1 5 χρονο πριν απο το συγκεκριμενο ειχα και παλι mls s8 για 2 χρονια το οποιο παρα την κακιστη ποιοτητα κατασκευης του αποδειχθηκε ανθεκτικοτατο ενδεικτικα μου επεσε δυο φορες απο το μηχανακι και το πατησαν αυτοκινητα και δεν επαθε τιποτα Έτσι ειπα να παω και παλι σε mls ωστε να στηριξω μια ελληνικη εταιρεια σε γενικες γραμμες δε μπορω να πω οτι με απογοητευσε σαν συσκευη αφου δεν εχω και τρομερες απαιτησεις το χρησιμοποιω κυριως για τη δουλεια mails φωτο κλπ και αυτο αποδειχθηκε ανθεκτικοτατο εχει φαει τρομερες πτωσεις και χτυπηματα και δεν καταλαβαινει τιποτα τη στιγμη που στο samsung της γυναικας μου εχουμε αλλαξει δυο φορες οθονη για μικροχτυπηματα δεν μου εχει κολλησει ποτε και στα θετικοτατα η κεραια wifi εργαζομαι σε εναν τεραστιο ανοικτο χωρο και εκει που πανακριβα κινητα δεν πιανουν σημα το δικο μου δουλευει καμπανα και παμε τωρα στα αρνητικα μετα απο ενα χρονο και κατι η οθονη ξεκολλησε και κρεμοταν απο το καλωδιο αν και παλι δουλευει κανονικοτατα κατι το οποιο εφτιαξα μονος μου με μια κολλα η μπαταρια φουσκωσε και ξεκουμπωσε το καλυμμα και παλι δουλευει κανονικα αν και ειναι επικινδυνο και με μια φορτιση με βγαζει μια μερα και τωρα ο λογος που δε θα ξαναπαρω mls αθλιο after sales service επικοινωνησα με την mls για την μπαταρια και την οθονη και μια αγενεστατη υπαλληλος με υφος μαρκησιας μου λεει στο συγκεκριμενο μοντελο δινεται ενας χρονος εγγυησης και οχι δυο εστω και αν υπαρχει νομοθεσια της για minimum 2 χρονια στα προϊοντα τεχνολογιας τους ζητησα να αγορασω μια μπαταρια και να μου την τοποθετησει ενας τοπικος τεχνικος και αρνουνται πρεπει λεει να στειλω το κινητο για ελεγχο και αν ειναι μονο η μπαταρια το κοστος ειναι 35 ευρω αν ανακαλυψουν και αλλα προβληματα θα πρεπει να επισκευαστουν ολα και δεν αλλαζουν μονο τη μπαταρια δηλαδη την επισκευη μονο σε αυτο που ζητησα αν δεν αποδεχθω το συνολο των επισκευων σε περιπτωση που προκυψουν και αλλες βλαβες περαν της μπαταριας το οποιο θα ειχα ηδη αποδεχθει δε θα προχωρησουν σε καμια επισκευη και θα με χρεωσουν 15 ευρω τον ελεγχο επισης θα πρεπει λεει να αγορασω και καινουριο φορτιστη 15 ευρω καθως ο δικος του χαλασε κανονικα θα επρεπε να να κινηθω νομικα με το συνηγορο του καταναλωτη αλλα το κοστος για τη μηνυση ξεπερναει κατα πολυ την αξια του κινητου κατι που το γνωριζουν πολυ καλα και οι ιδιοι
0;ειναι χαλια το εχω 1 εβδομαδα και μεχρι και το YouTube στα 720p λαγκαρει προτιμω να παω να παρω το Nokia 3310 παρα αυτο
0;δεν αξιζει με αυτα τα λεφτα να παρεις αυτο το κινητο βαζεις 10 ευρω κ παιρνεις ενα πολυ καλυτερο και να μην βαλεις 10 ευρω και με την ιδια τιμη η πιο φτηνο μπορεις να βρεις καλυτερο κινητο
0;παιδια το κινητο το πηρα εκτακτα επειδη εσπασε το καλο μου δεν αξιζει τα λεφτα του πηγαινετε σε κατι καλυτερο
0;το πηρα και στα καλα καθουμενα η οθονη δεν ανταποκρινοταν εχω κανει επανεκκινηση οσα λεει το ιντερνετ κλπ αλλα δεν βρισκω λυση για να μην σας γινει και εσας αυτο δεν το προτεινω καλυτερα λιγο υπομονη και να παρετε κατι καλυτερο για παραδειγμα κατι σε σαμσουνγκ
0;αργο μονο για κλησεις viber και υποφερτο browsing κανει για κατι παραπανω οχι πολυ μετριο σε ολους τους τομεις υπαρχουν πολυ καλυτερα ακομη και φθηνοτερα απο αυτο
0;πρωτη φορα βαζω τοσο χαμηλη βαθμολογια γλιτωνει το ενα αστερακι επειδη η μπαταρια ειναι καλη και ειναι ανθεκτικο λογω πλαστικου σε ολα τα αλλα τραγικο ειμαι υποχρεωμενος να συμβιωνω με αυτο επειδη ειναι εταιρικο και ειναι μπελας κολλαει ασυστολα παρολα τα update και οτι εχει ελαχιστες εφαρμογες μεσα παροτι εχει 2GB ραμ αυτο κολλαει λες και ειναι 512 μβ το S4 mini που εχω και ειναι 1 5GB ειναι λες και ειναι Ferari ειναι τοσο προβληματικο που σου δημιουργει προβλημα στην δουλεια καλεις απο την λιστα και περνει τον επομενο πας να το σηκωσεις και δεν το σειρεται το πρασινο παιρνει μονο κτλ δεν ειναι θεμα παρτιδας ολα τα υ5 εχουν τα ιδια προβληματα απλα τραγικο η προτιμειστε την σειρα P της Huawei η αλλη μαρκα μακρυα απο την
0;απο την πρωτη στιγμη που το ανοιγεις καταλαβαινεις τα και τα ψιλο lag που κανει 5 λεπτα εκανε να βρει τις επαφες της σιμ δεν το προτεινω
0;λοιπον το κινητο ηταν μια χαρα στην αρχη αλλα οσο περνουσαν η μερες αρχισε και κολλουσε πολλη και καπως ετσι πεταξα 170 ευρω στα σκουπιδια αμα θελετε καλο τηλεφωνο παρτε το huawei p30 που ειναι στα 332 ευρω
0;δεν εμεινα ευχαριστημενη με την επιλογη κολλαει αρκετα συχνα και πολλες φορες αλλοιωνεται ο ηχος κλησης ο χρονος μπαταριας ειναι σε μετριο επιπεδο μονο καλη αναλυση καμερας εχει κι ωραιο λογισμικο
0;πολυ κακη αναλυση οθονης μπαταρια με το ζορι κραταει μια μερα ο ηχος κατα την διαρκεια καταγραφης ενος βιντεο ειναι κακος με παρασιτα η καμερα τραβαει καλες φωτογραφιες μονο την μερα σε χαμηλο φωτισμο ειναι απαραδεκτη δωστε λιγα χρηματα παραπανω και παρτε κατι αλλο
0;οχι δεν ειναι καλο το κινητο το εχω 6 μηνες και κολλαει πρεπει να το κανω επανεκκινηση για να ξεκολλησει η καμερα δεν το συζητω δεν βγαζει καθολου ωραιες φωτογραφιες στην αρχη ηταν μια χαρα αλλα μετα απο δυο μηνες χαλασε χωρις να το κανω τιποτα
0;μια καθαρα αρνητικη αξιολογηση να γιατι να μην το αγορασετε και να μην πεφτετε θυματα ατομων που τα πουλανε μεταχειρισμενα γενικοτερα η εικονα του note 7 ειναι ψαρωτικη σε καμια περιπτωση δεν μπορειτε να το βαλετε διπλα σε οποιαδηποτε ναυαρχιδα δωστε βαση και θα μαθετε πολλα για την σαπιλα των κινητων του δρομου αλλαζω την προηγουμενη βαθμολογια μου απο 5 αστερια σε 2 προσοχη το κινητο ειναι παρα πολυ φθηνη κατασκευη και η μπαταρια ειναι η χειροτερη 4000 που υπαρχει τι να την κανετε την καλη αποδοση αν μετα απο 1 μηνα εχει γεμισει σημαδια ο φακος της καμερας με αποτελεσμα την κακη ληψη φωτογραφιων αν η οθονη γρατσουνιεται απ τη τσεπη σε σημειο που να σκαλωνει το νυχι κι αν η μπαταρια ονομαζεται 4000mah κι βγαζει με το ζορι 4 ωρες αναμμενη οθονη
0;δεν μπορω να ξεφορτωθω τις αχρηστες προεγκατεστημενες εφαρμογες την επομενη φορα θα αγορασω αποκλειστικα κινητο με καθαρο android και ας ειναι ακριβοτερο επ ευκαιριας αν αυτη η καμερα αποδιδει 45 μρ τοτε εγω ειμαι παπας
0;το πηρα δωρο στην κορη μου το νοεμβριο 170 euro και πριν μια εβδομαδα ξαφνικα σταματησε να λειτουργει δεν ανοιγε και αναβοσβηνει ενα λαμπακι led μπροστα πηρα τηλεφωνο στο μαγαζι που το πηρα απο τον scroutz μου ειπαν να το στειλω στο service της Xiaomi το στελνω το βλεπουν και μου λενε οτι το τηλεφωνο στραβωσε γιατι μαλλον το βαλαμε στην κωλοτσεπη το τηλεφωνο δεν ειχε ουτε μια γρατζουνια και στραβωσε Έχω απο το 1997 τηλεφωνα κινητα πρωτη φορα το ειδα αυτο πεταξα
0;οτι χειροτερο κολλαει δεν μπορω να παιξω και το εχω μονο 3 μηνες αυτο το κινητο με λιγα λογια ειναι για τα σκουπιδια
0;με το ανοιγμα της συσκευης δεν αναγνωριζε την sim στο σερβις μου ειπανε πως ηθελε αλλαγη μητρικης οποτε θεωρηθηκε ανεπισκευαστο
0;οταν αγοραζεις κινητο το αγοραζεις για να μιλας αυτο το κινητο ειναι για ολα τα υπολοιπα εκτος για κινητο τηλεφωνο για να ακουσεις μονο σε ανοιχτη ακροαση τζαμπα λεφτα για τηλεφωνο απορω τα σχολια που γραφετε μπαταρια βγαζει ακριβως ενα 24 ωρο και ακουστικο για κλαμα καμερα μονο 48 δεν ειναι μ αρεσει που το γραφει και στο καπακι πισω απλα οτι πληρωνεις περνεις δεν ειναι τυχαιο
0;το χειροτερο τηλεφωνο που εχω παρει ποτε το μετανιωσα απο την πρωτη μερα ολο προβληματα βγαζει δεν ξαναπαιρνω ποτε Xiaomi
0;μακραν το χειροτερο λαθος που εχω κανει σε επιλογη smartphone χαλια ποιοτητα φωτογραφιων κατα την νυχτα πιξελιαζει κολλαει ασταματητα και σβηνει μονο του χαλια ποιοτητα υλικου εξωτερικα ξυπνησα και βρηκα στ μαξιλαρι το κουμπι αυξομειωσης του ηχου χωρις να πεσει κατω δεν λειτουργει παντα το ραδιοφωνο θελει να κλεισεις το κινητο και να το ξανανοιξεις μπας και αρνειται να σηκωσεις τηλεφωνα οσο και να επιμενεις και να πατας απαντηση πολυ μικρη διαρκεια μπαταριας μονο το χρωμα αξιζει κατα τα αλλα ουτε για πεταμα και το κινητο το εχω 6 μηνες
0;η συσκευη μετα απο ενα μηνα χρησης χαλασε δεν ανοιγει πλεον θα σταλει για επισκευη με εξεθεσε και η ταλαιπωρια ειναι μεγαλη
0;με λιγα λογια το κινητο ειναι σκετη απελπισια δεν αξιζει σε καμια περιπτωση μην το αγορασετε υπαρχουν καλυτερες επιλογες
0;μετα απο ενα μηνα χρησης η μπαταρια του με απογοητευσε επισης το 4G το βλεπω λιγα λεπτα μεσα στην μερα οταν με Samsung εχω μονιμα 4G με ταχυτητα πανω απο 30 κατα την διαρκεια της συνομιλιας κρατωντας το στο αυτι ξεκλειδωνει και γινεται χαμος
0;ειχα 2 γενιες Asus πριν εκανα το λαθος και πηρα samsung αυτη τη φορα για να μου βγει πιο οικονομικο ειναι τουλαχιστον 4 χρονια πισω σε τεχνολογια και λογισμικο σε σχεση με την Asus απογοητευση πραγματικα
0;αθλιο καλυτερα xiaomi το πηρα ενω μπορουσα να παρω το xiaomi m9 εγω ειπα να δωσω μια ευκαιρια ακομη τα κλαιω τα λεφτα μου και δεν μπορω να το δωσω τωρα εχουν οι γνωστοι μου το xiaomi m9 και το βλεπω και ζηλευω αν δεν υπαρχουν χρηματα για Iphone τοτε μονο xiaomi
0;παιδια απαισιο κινητο γενικα η εταιρεια ειναι για τα μπαζα το κινητο το ειχα μολις 5 μηνες και ξαφνικα σταματησε να φορτιζει και τωρα το εχω εδω και 3 εβδομαδες για service και οχι μονο αυτο εχω κανει αψογη χρηση της συσκευης και ενω ειναι σε εγγυηση η samsung μου εστειλε μηνυμα οτι χαλασε απο κακη χρηση και ζηταει 50€ για επισκευη επισης συγγενης μου ειναι κατοχος του samsung galaxy 10e το εχει μολις 6 μηνες και το δαχτυλικο αποτυπωμα χαλασε σας προτεινω να κοιταξετε αλλη εταιρεια
0;εγω στην αρχη οταν το αγορασα το WiFi ξαφνικα σταματησε να δουλευει και μετα η μπαταρια του ειναι πολυ χαλια επειδη οταν ανεβαζεις την φωτεινοτητα το κινητο χανει μπαταρια πολυ ευκολα δεν σου στελνει ειδοποιησης και συνηθως στις στελνει οταν ανοιγεις την εφαρμογη δεν αξιζει καθολου τα χρηματα του σαν συνησθω ανεπυφηλαχθα να μην το παρετε και εχω αυτο το κινητο εδω καθενα χρονο και εχει κολλησει ιο δεν παει καθολου γρηγορα δεν στελνει ειδοποιησεις και ειναι χαλια γενικα δεν εχει καλη ποιοτητα κλησης ηχειου και αλλα πολλα ειναι εντελως χαλια τα μονα καλα ειναι οτι υποστηριζει γρηγορη φορτιση και εχει χωρο αποθηκευσης 64 GB κατα τα αλλα παρτε καλυτερα το redmi note 8 pro αυτο δεν αξιζει τα χρηματα του μην παρετε ποτε Samsung
0;αναξιοπιστο τρεις φορες δεν φορτιζε και ξαφνικα μετα απο λιγο καιρο η οθονη μερικες φορες δεν ανοιγε για κανα λεπτο και τωρα δεν ανοιγει καθολου πεταμενα λεφτα
0;απλα οτι χειροτερο μην το παρει κανενας κολλαει αφανταστα και εχει χαλια μπαταρια το μονο καλο που εχει ειναι η καλη κληση καλη ποιοτητα και την αναλυση οθονης
0;μακρια απο αυτο το τηλεφωνο 2 βδομαδες μετα που το αγορασα παρουσιασε προβλημα στην θυρα το πηγα για επισκευη και μου ειπαν οτι ευθυνομαι εγω που η θυρα τραβηξε υγρασια τους εξηγησα οτι προσεχω το τηλεφωνο αλλα ματαια ετσι αποφασισα να απευθυνθω στην samsung οι ανθρωποι το εστειλαν για ελεγχο και επιβεβαιωσαν οτι δεν ευθυνομαι εγω μου το επισκευασαν αλλα μερικους μηνες μετα παλι τα ιδια
0;το εχω στην κατοχη μου 5 μηνες και επαθε προβλημα η θυρα φορτισης παρα την πολυ προσεκτικη μου χρηση ειμαι αρκετα δυσαρεστημενος απ την αναξιοπιστια του κινητου οσο και απο την αρνηση του επισημου αντιπροσωπου του service της Samsung για επιλυση του προβληματος επικαλουμενος οξειδωση στην θυρα φορτισης σε ενα αψεγαδιαστο κινητο 5 μηνων μακρια απ αυτην την εταιρεια με την απαραδεκτη μεταπωλητικη πολιτικη και τα χαμηλης ποιοτητας προϊοντα
0;μακρια απο αυτο το κινητο οσοι λετε οτι ειναι οτι καλυτερο σε αυτη την τιμη δοκιμαστε το xiaomi redmi note 8 κοντα στα 200 ευρω η το 7 κοντα στα 140 και θα καταλαβετε το κινητο το εχει μια φιλη μου και πραγματικα ειναι για κλωτσιες οπως ολα τα καινουρια της samsung μονο το α5 αξιζε για να μην μακρυγορω κακη ποιοτητα βιντεο κακη ποιοτητα ηχειου αισχρη μπαταρια και αλλα πολλα και απο δω και περα μονο xiaomi
0;δεν προλαβε να κλεισει μηνα και η μπαταρια μια θα φορτιζει και μια οχι απαραδεκτη samsung καμια σχεση ποιοτητα με την τιμη 100 € θα επρεπε να πληρωσεις
0;το αγορασα πριν 7 μηνες μου αρεσε η ποιοτητα κατασκευης και οι φωτογραφιες που εβγαζε σχετικα γρηγορο και καλο δακτυλικο αποτυπωμα μετα απο 4 μηνες αρχισαν τα προβληματα ξαφνικα σταματησε να δεχεται και να λαμβανει κλησεις η αντιπροσωπεια αντικατεστησε την πλακετα τωρα σταματησε να φορτιζει τι να πω τωρα το τηλεφωνο το μεταχειριζομαι με προσοχη και δεν εχει φαει τουμπες πραγματικα ειναι ενοχλητικο να εμπιστευεσαι τη Samsung και να σου πουλαει τετοια σκουπιδια παρολα αυτα το service στο γερακα ηταν αψογο και ταχιστο αλλα δεν εχω καμια διαθεση να χαλαω τη ζαχαρενια μου για ανοησιες To να χαλασει μια φορα οκ αλλα και δευτερη σημαινει κακη ποιοτητα υλικων και ελεγχου
0;λοιπον ακουστε μην παρετε ποτε αυτη τη βλακεια την εχω 5 μηνες αρχισε να μου δημιουργει προβληματα απο τον τριτο μηνα ειδοποιησεις απο το καθε μηνυμα αργουν τουλαχιστον 5 δευτερολεπτα επισης μου εχουνε χαλασει τα κουμπια για τον ηχο και δεν μπορω να χαμηλωσω και να δυναμωσω τον ηχο ουτε να τραβηξω screenshot ο ηχος ειναι οτι χειροτερο μεχρι και το ηχειο απο το jumbo στο 10 να παιζει καλυτερα ακουγεται το δαχτυλικο εχει καθυστερηση και το τηλεφωνο ειναι σχετικα αργο μην το παρετε
0;ντροπη το ηχειο ειναι για πεταμα ουτε τηλεφωνο του 2010 δεν θα ειχε τετοια ποιοτητα ηχου μια βαβουρα ακουγεται δεν το συστηνω με τιποτα θεωρω οτι την πατησα δεν αξιζει τα λεφτα του σε καμια περιπτωση μπορεις να βρεις καλυτερα Samsung σε χαμηλοτερες τιμες
0;κατοχος αυτου του κινητου για δυο μηνες δεν εμεινα ευχαριστημενος και το πουλησα γενικα με χαλασε το μενου του που ειχε κατι clean master και κατι αλλες βλακειες
0;180€ εδωσα για ενα τηλεφωνο που δεν εχει περασει μηνας και κολλαει ειναι σαν να τα πεταξα στα σκουπιδια
